ID,Name,Type,Risk,Popularity,AREA,PERIMET,xcoord,ycoord
"1021561",,Isolated Property,"3","3",7803.614014,313.6548,737132.598536439,5756465.13326875
"1021562",,Isolated Property,"3","3",7803.613037,313.6548,738634.731868581,5755726.45892644
"1021563",,Isolated Property,"3","3",7803.612305,313.6548,741261.370238177,5755450.82979111
"1021564",,Isolated Property,"3","3",7803.612305,313.6548,738664.128222311,5757398.27775701
"1021565",,Isolated Property,"3","3",7803.612793,313.6548,739244.573159806,5759694.96463145
"1021566",,Isolated Property,"3","3",7803.611816,313.6548,736465.980702405,5758175.30007303
"1021567",,Isolated Property,"3","3",7803.613281,313.6548,732704.472053944,5756273.61020366
"1021568",,Isolated Property,"3","3",7803.612793,313.6548,730543.954710284,5756315.96462603
"1021569",,Isolated Property,"3","3",7803.613281,313.6548,741340.682388301,5764174.47916818
"1021570",,Isolated Property,"3","3",7803.612549,313.6548,734745.240533539,5755651.6093895
"1021571",,Isolated Property,"3","3",7803.614258,313.6548,737652.430700118,5755779.0498718
"1021572",,Isolated Property,"3","3",7803.612793,313.6548,740317.073804212,5758032.46358379
"1021573",,Isolated Property,"3","3",7803.612305,313.6548,731870.424450529,5755968.67781225
"1021574",,Isolated Property,"3","3",7803.612549,313.6548,737990.649040134,5760120.94393742
"1021575",,Isolated Property,"3","3",7803.612305,313.6548,740975.614980816,5756927.71068399
"1021576",,Isolated Property,"3","3",7803.612061,313.6548,737501.235736088,5752676.40239196
"1021577",,Isolated Property,"3","3",7803.613037,313.6548,733293.689554758,5747238.78123849
"1021578",,Isolated Property,"3","3",7803.611572,313.6548,736588.998227963,5747601.11818295
"1021579",,Isolated Property,"3","3",7803.613281,313.6548,734831.509639104,5746969.80405855
"1021580",,Isolated Property,"3","3",7803.612793,313.6548,740298.139533637,5750010.65234661
"1021581",,Isolated Property,"3","3",7803.613525,313.6548,736477.064597715,5751601.99082207
"1021582",,Isolated Property,"3","3",7803.611816,313.6548,737631.590510948,5740086.92935587
"1021583",,Isolated Property,"3","3",7803.613281,313.6548,734573.180551899,5750437.11024185
"1021584",,Isolated Property,"3","3",7803.613525,313.6548,739625.168707476,5742065.68491859
"1021585",,Isolated Property,"3","3",7803.613281,313.6548,740165.232005426,5742575.58523911
"1021586",,Isolated Property,"3","3",7803.613281,313.6548,741052.544589513,5749169.95172541
"1021587",,Isolated Property,"3","3",7803.612549,313.6548,738853.270345079,5740829.41996034
"1021588",,Isolated Property,"3","3",7803.612549,313.6548,740309.740820525,5747449.02010702
"1021589",,Isolated Property,"3","3",7803.614502,313.6548,736363.815104596,5748707.42154193
"1021590",,Isolated Property,"3","3",7803.613037,313.6548,738148.990744946,5745474.98947429
"1021591",,Isolated Property,"3","3",7803.613770,313.6548,740862.180448373,5740794.72000761
"1021592",,Isolated Property,"3","3",7803.612061,313.6548,736308.320318083,5743128.17990532
"1021593",,Isolated Property,"3","3",7803.613525,313.6548,740865.280132681,5753305.59951792
"1021594",,Isolated Property,"3","3",7803.612793,313.6548,739816.161406645,5746738.7770876
"1021595",,Isolated Property,"3","3",7803.613037,313.6548,739613.889855284,5752468.79708353
"1021596",,Isolated Property,"3","3",7803.612793,313.6548,738591.68696946,5749697.63441455
"1021597",,Isolated Property,"3","3",7803.613037,313.6548,735253.750678126,5749398.22947528
"1021598",,Isolated Property,"3","3",7803.612549,313.6548,740828.704761805,5738547.25913742
"1021599",,Isolated Property,"3","3",7803.612793,313.6548,737805.469078606,5738547.45572292
"1021600",,Isolated Property,"3","3",7803.613770,313.6548,732679.886896826,5737738.95516341
"1021601",,Isolated Property,"3","3",7803.613037,313.6548,740190.541135014,5737848.41113645
"1021602",,Isolated Property,"3","3",7803.613037,313.6548,734094.785253705,5736814.27314449
"1021603",,Isolated Property,"3","3",7803.612061,313.6548,734104.184944752,5739296.09116083
"1021604",,Isolated Property,"3","3",7803.614258,313.6548,739198.018707216,5738320.53048431
"1021605",,Isolated Property,"3","3",7803.614746,313.6548,767558.035915879,5777711.98252956
"1021606",,Isolated Property,"3","3",7803.611816,313.6548,767620.680800027,5773974.62328346
"1021607",,Isolated Property,"3","3",7803.611328,313.6548,770304.20800516,5770445.33437372
"1021608",,Isolated Property,"3","3",7803.611816,313.6548,766728.618195617,5754449.11666823
"1021609",,Isolated Property,"3","3",7803.612793,313.6548,767594.058390564,5747099.85919455
"1021610",,Isolated Property,"3","3",7803.614746,313.6548,769015.386225994,5772145.45092975
"1021611",,Isolated Property,"3","3",7803.611816,313.6548,775622.596822038,5770963.35534015
"1021612",,Isolated Property,"3","3",7803.614746,313.6548,776981.487542544,5770712.86209831
"1021613",,Isolated Property,"3","3",7803.613770,313.6548,776587.15706521,5774133.67566696
"1021614",,Isolated Property,"3","3",7803.613281,313.6548,766863.938896038,5771638.52641214
"1021615",,Isolated Property,"3","3",7803.614258,313.6548,776691.682877335,5769809.08661285
"1021616",,Isolated Property,"3","3",7803.613281,313.6548,777182.198722343,5772540.99037209
"1021617",,Isolated Property,"3","3",7803.613281,313.6548,778701.302196129,5773040.4845913
"1021618",,Isolated Property,"3","3",7803.613281,313.6548,778114.000775531,5776610.99934577
"1021619",,Isolated Property,"3","3",7803.613770,313.6548,776395.001131649,5777169.99968882
"1021620",,Isolated Property,"3","3",7803.612793,313.6548,770038.418598018,5777571.6718036
"1021621",,Isolated Property,"3","3",7803.612305,313.6548,775789.429209914,5775918.78792589
"1021622",,Isolated Property,"3","3",7803.614258,313.6548,772018.811032331,5776967.78491499
"1021623",,Isolated Property,"3","3",7803.611816,313.6548,778481.076652777,5770483.31027382
"1021624",,Isolated Property,"3","3",7803.615234,313.6548,768447.004495837,5777254.52062509
"1021625",,Isolated Property,"3","3",7803.612305,313.6548,774639.221412986,5776442.55362255
"1021626",,Isolated Property,"3","3",7803.612305,313.6548,775147.900494827,5769933.73834245
"1021627",,Isolated Property,"3","3",7803.612793,313.6548,773786.523151075,5771497.76192699
"1021628",,Isolated Property,"3","3",7803.612793,313.6548,777128.194746313,5754130.30703156
"1021629",,Isolated Property,"3","3",7803.613281,313.6548,774007.61040898,5772921.22609867
"1021630",,Isolated Property,"3","3",7803.612305,313.6548,767542.271286079,5775330.32608443
"1021631",,Isolated Property,"3","3",7803.612305,313.6548,742999.350641397,5739023.52965426
"1021632",,Isolated Property,"3","3",7803.614258,313.6548,756323.396447534,5732023.33198837
"1021633",,Isolated Property,"3","3",7803.613525,313.6548,756385.803929001,5731981.39175808
"1021634",,Isolated Property,"3","3",7803.612793,313.6548,750797.15575971,5732774.68692368
"1021635",,Isolated Property,"3","3",7803.613281,313.6548,753684.067779664,5733073.65423345
"1021636",,Isolated Property,"3","3",7803.612793,313.6548,744636.20899627,5739507.77818855
"1021637",,Isolated Property,"3","3",7803.612793,313.6548,755283.670148891,5732858.19028355
"1021638",,Isolated Property,"3","3",7803.613770,313.6548,748503.34044976,5749497.58986668
"1021639",,Isolated Property,"3","3",7803.612549,313.6548,743584.491141776,5753632.35948482
"1021640",,Isolated Property,"3","3",7803.612793,313.6548,747437.187500147,5746460.31600964
"1021641",,Isolated Property,"3","3",7803.612305,313.6548,745090.509254123,5741919.54394061
"1021642",,Isolated Property,"3","3",7803.613037,313.6548,748740.660138653,5746711.76009244
"1021643",,Isolated Property,"3","3",7803.613281,313.6548,742516.050107718,5743719.18947078
"1021644",,Isolated Property,"3","3",7803.612305,313.6548,745061.395507077,5753846.72140026
"1021645",,Isolated Property,"3","3",7803.613281,313.6548,747528.732941783,5743235.87612632
"1021646",,Isolated Property,"3","3",7803.612549,313.6548,742745.767020027,5751740.71019895
"1021647",,Isolated Property,"3","3",7803.613770,313.6548,747131.140424645,5751845.32942236
"1021648",,Isolated Property,"3","3",7803.612549,313.6548,747560.590897067,5741190.6299193
"1021649",,Isolated Property,"3","3",7803.612305,313.6548,745371.363422094,5754402.2681444
"1021650",,Isolated Property,"3","3",7803.613525,313.6548,743681.279865863,5754072.70536653
"1021651",,Isolated Property,"3","3",7803.613770,313.6548,747736.070582146,5754988.57946093
"1021652",,Isolated Property,"3","3",7803.612549,313.6548,748452.120311946,5743843.08009282
"1021653",,Isolated Property,"3","3",7803.613770,313.6548,749575.311636751,5754688.69132448
"1021654",,Isolated Property,"3","3",7803.613281,313.6548,744952.860878801,5751829.01970958
"1021655",,Isolated Property,"3","3",7803.613037,313.6548,745103.590173797,5746382.06953421
"1021656",,Isolated Property,"3","3",7803.612061,313.6548,745082.815048882,5742857.44187336
"1021657",,Isolated Property,"3","3",7803.611572,313.6548,746619.500483097,5752687.96023352
"1021658",,Isolated Property,"3","3",7803.612549,313.6548,742295.614912106,5745910.72915224
"1021659",,Isolated Property,"3","3",7803.613281,313.6548,749161.600242826,5745810.75926722
"1021660",,Isolated Property,"3","3",7803.612549,313.6548,749773.660945906,5753930.68983292
"1021661",,Isolated Property,"3","3",7803.612793,313.6548,747312.687445366,5745524.39910849
"1021662",,Isolated Property,"3","3",7803.613037,313.6548,743431.140618557,5747082.76983187
"1021663",,Isolated Property,"3","3",7803.613770,313.6548,746639.920408138,5749119.20921848
"1021664",,Isolated Property,"3","3",7803.612793,313.6548,741587.350636861,5744459.98619756
"1021665",,Isolated Property,"3","3",7803.612793,313.6548,749014.70000961,5740578.80526002
"1021666",,Isolated Property,"3","3",7803.613281,313.6548,750409.551521891,5751438.91480073
"1021667",,Isolated Property,"3","3",7803.612793,313.6548,751718.067298136,5746271.57212511
"1021668",,Isolated Property,"3","3",7803.613281,313.6548,752372.062320542,5744707.43566618
"1021669",,Isolated Property,"3","3",7803.612305,313.6548,751971.130165471,5748848.23684288
"1021670",,Isolated Property,"3","3",7803.613037,313.6548,751811.914317732,5745866.66135086
"1021671",,Isolated Property,"3","3",7803.613037,313.6548,752073.516788673,5753830.97187095
"1021672",,Isolated Property,"3","3",7803.613037,313.6548,753210.486879109,5749024.53501016
"1021673",,Isolated Property,"3","3",7803.612793,313.6548,752824.692143408,5746877.79542639
"1021674",,Isolated Property,"3","3",7803.612793,313.6548,751342.415053842,5753904.09341249
"1021675",,Isolated Property,"3","3",7803.613525,313.6548,750137.263108201,5754585.75606856
"1021676",,Isolated Property,"3","3",7803.613281,313.6548,743313.290765011,5748294.57015754
"1021677",,Isolated Property,"3","3",7803.614014,313.6548,745290.629992816,5744183.21044963
"1021678",,Isolated Property,"3","3",7803.611816,313.6548,745435.418122091,5749452.02012442
"1021679",,Isolated Property,"3","3",7803.613281,313.6548,753118.483623397,5750995.66988321
"1021680",,Isolated Property,"3","3",7803.612305,313.6548,743671.360466835,5741429.14884914
"1021681",,Isolated Property,"3","3",7803.613770,313.6548,755325.003794339,5751738.31114336
"1021682",,Isolated Property,"3","3",7803.611816,313.6548,755999.156955062,5752001.7790435
"1021683",,Isolated Property,"3","3",7803.613281,313.6548,762206.246236295,5752867.37283829
"1021684",,Isolated Property,"3","3",7803.611572,313.6548,761323.821866473,5746257.75716494
"1021685",,Isolated Property,"3","3",7803.613281,313.6548,754600.147818588,5746660.87901027
"1021686",,Isolated Property,"3","3",7803.613525,313.6548,755682.260177618,5749304.88802919
"1021687",,Isolated Property,"3","3",7803.614014,313.6548,754334.38434488,5745750.32294066
"1021688",,Isolated Property,"3","3",7803.613770,313.6548,760343.257868279,5754345.83510231
"1021689",,Isolated Property,"3","3",7803.613770,313.6548,756397.573202802,5754782.57129107
"1021690",,Isolated Property,"3","3",7803.612305,313.6548,755954.800129689,5754639.55794954
"1021691",,Isolated Property,"3","3",7803.613525,313.6548,759953.051695831,5754477.07528394
"1021692",,Isolated Property,"3","3",7803.613037,313.6548,760145.510254016,5753246.00560329
"1021693",,Isolated Property,"3","3",7803.611328,313.6548,756495.679375676,5753780.15304333
"1021694",,Isolated Property,"3","3",7803.613037,313.6548,756896.109555803,5726314.71353276
"1021695",,Isolated Property,"3","3",7803.613281,313.6548,747513.981554252,5772048.09146649
"1021696",,Isolated Property,"3","3",7803.613281,313.6548,742468.988444272,5757322.77137875
"1021697",,Isolated Property,"3","3",7803.613037,313.6548,745332.997232593,5757217.01416057
"1021698",,Isolated Property,"3","3",7803.612793,313.6548,747317.658629546,5756256.57924887
"1021699",,Isolated Property,"3","3",7803.613037,313.6548,748126.670133521,5757165.66957797
"1021700",,Isolated Property,"3","3",7803.612305,313.6548,747973.947690346,5771301.96422976
"1021701",,Isolated Property,"3","3",7803.612549,313.6548,749053.285947685,5767466.85151742
"1021702",,Isolated Property,"3","3",7803.614014,313.6548,750405.537179337,5775396.0732856
"1021703",,Isolated Property,"3","3",7803.613037,313.6548,747308.228468742,5759154.59100653
"1021704",,Isolated Property,"3","3",7803.613281,313.6548,746982.48527489,5774492.95305725
"1021705",,Isolated Property,"3","3",7803.612549,313.6548,744671.715703871,5774929.76692886
"1021706",,Isolated Property,"3","3",7803.612793,313.6548,756204.705060773,5782082.3105895
"1021707",,Isolated Property,"3","3",7803.613037,313.6548,759149.149852496,5776389.13997418
"1021708",,Isolated Property,"3","3",7803.613281,313.6548,765723.347701044,5776847.97170063
"1021709",,Isolated Property,"3","3",7803.613281,313.6548,763868.584074252,5778505.65475212
"1021710",,Isolated Property,"3","3",7803.612305,313.6548,764120.878274564,5778918.52414415
"1021711",,Isolated Property,"3","3",7803.612305,313.6548,762607.518456549,5783350.10284639
"1021712",,Isolated Property,"3","3",7803.612793,313.6548,762496.512299894,5781443.09132714
"1021713",,Isolated Property,"3","3",7803.614014,313.6548,758202.513224037,5780747.09113016
"1021714",,Isolated Property,"3","3",7803.612793,313.6548,760570.500402284,5777841.06871175
"1021715",,Isolated Property,"3","3",7803.612793,313.6548,760444.614083571,5775914.82443534
"1021716",,Isolated Property,"3","3",7803.611816,313.6548,763711.000405745,5777854.99980036
"1021717",,Isolated Property,"3","3",7803.613281,313.6548,766395.062358036,5778170.84690879
"1021718",,Isolated Property,"3","3",7803.613037,313.6548,750277.495379376,5779822.11081965
"1021719",,Isolated Property,"3","3",7803.613525,313.6548,754686.516214348,5781049.10441038
"1021720",,Isolated Property,"3","3",7803.613770,313.6548,745439.799765592,5768123.44076227
"1021721",,Isolated Property,"3","3",7803.613525,313.6548,743068.595216033,5761936.99696991
"1021722",,Isolated Property,"3","3",7803.614014,313.6548,745230.35535868,5762691.83047237
"1021723",,Isolated Property,"3","3",7803.613281,313.6548,746281.994744751,5768467.29886291
"1021724",,Isolated Property,"3","3",7803.612793,313.6548,758278.691538642,5764005.38945648
"1021725",,Isolated Property,"3","3",7803.612549,313.6548,761941.871968554,5762597.74193116
"1021726",,Isolated Property,"3","3",7803.614502,313.6548,762967.834966312,5764505.56460737
"1021727",,Isolated Property,"3","3",7803.612305,313.6548,762267.087355041,5763697.63035512
"1021728",,Isolated Property,"3","3",7803.614746,313.6548,765889.486571299,5755115.60368879
"1021729",,Isolated Property,"3","3",7803.613037,313.6548,760869.332562489,5761849.99555124
"1021730",,Isolated Property,"3","3",7803.613037,313.6548,757455.331452655,5765028.84716058
"1021731",,Isolated Property,"3","3",7803.613525,313.6548,756784.705858687,5761383.88459113
"1021732",,Isolated Property,"3","3",7803.613770,313.6548,758988.306391863,5767650.91211269
"1021733",,Isolated Property,"3","3",7803.612061,313.6548,758273.490560889,5761827.252754
"1021734",,Isolated Property,"3","3",7803.612549,313.6548,759394.947135284,5762261.43750471
"1021735",,Isolated Property,"3","3",7803.612793,313.6548,760947.014131264,5766673.0259842
"1021736",,Isolated Property,"3","3",7803.611816,313.6548,762554.338052021,5775738.39303831
"1021737",,Isolated Property,"3","3",7803.611816,313.6548,762818.912825367,5767120.72924559
"1021738",,Isolated Property,"3","3",7803.613770,313.6548,760324.481821565,5759387.20058691
"1021739",,Isolated Property,"3","3",7803.612793,313.6548,762177.590243656,5760917.21883085
"1021740",,Isolated Property,"3","3",7803.614746,313.6548,764485.472995621,5761039.83124317
"1021741",,Isolated Property,"3","3",7803.612793,313.6548,754875.012635001,5761124.20416498
"1021742",,Isolated Property,"3","3",7803.612549,313.6548,757396.842895107,5762523.51328543
"1021743",,Isolated Property,"3","3",7803.613770,313.6548,760889.707195272,5771205.47937059
"1021744",,Isolated Property,"3","3",7803.612305,313.6548,761398.29658057,5764190.6003517
"1021745",,Isolated Property,"3","3",7803.609863,313.6548,764305.190261352,5773952.97919151
"1021746",,Isolated Property,"3","3",7803.613281,313.6548,763399.556786247,5773075.69707647
"1021747",,Isolated Property,"3","3",7803.612793,313.6548,752190.079260834,5763289.61303918
"1021748",,Isolated Property,"3","3",7803.614014,313.6548,757796.273986009,5777301.20224909
"1021749",,Isolated Property,"3","3",7803.612549,313.6548,754910.714274713,5758183.4815991
"1021750",,Isolated Property,"3","3",7803.614746,313.6548,762875.413370191,5755809.62201545
"1021751",,Isolated Property,"3","3",7803.612305,313.6548,764236.650382853,5759833.4049309
"1021752",,Isolated Property,"3","3",7803.613770,313.6548,756838.002519764,5756577.64160881
"1021753",,Isolated Property,"3","3",7803.613281,313.6548,752340.699369904,5764467.17885897
"1021754",,Isolated Property,"3","3",7803.612549,313.6548,751892.279613753,5766542.32938
"1021755",,Isolated Property,"3","3",7803.613770,313.6548,755071.635781068,5763395.0232269
"1021756",,Isolated Property,"3","3",7803.611328,313.6548,764636.707029777,5774213.0924939
"1021757",,Isolated Property,"3","3",7803.612305,313.6548,765047.639453095,5764132.67852606
"1021758",,Isolated Property,"3","3",7803.614258,313.6548,765417.725911105,5769473.46497949
"1021759",,Isolated Property,"3","3",7803.614014,313.6548,754946.09154043,5777576.52731582
"1021760",,Isolated Property,"3","3",7803.613037,313.6548,756883.985638871,5775886.86830305
"1021761",,Isolated Property,"3","3",7803.612061,313.6548,756114.267791734,5766026.77179407
"1021762",,Isolated Property,"3","3",7803.613037,313.6548,751772.250187757,5761253.68879162
"1021763",,Isolated Property,"3","3",7803.613525,313.6548,757570.890287678,5768013.44957198
"1021764",,Isolated Property,"3","3",7803.614746,313.6548,764353.609650281,5757193.17625229
"1021765",,Isolated Property,"3","3",7803.613037,313.6548,750992.252652143,5768745.94196743
"1021766",,Isolated Property,"3","3",7803.613281,313.6548,748579.599292136,5770324.15506922
"1021767",,Isolated Property,"3","3",7803.612549,313.6548,750895.663028482,5783417.56958594
"1021768",,Isolated Property,"3","3",7803.613037,313.6548,752398.000356023,5781114.00011158
"1021769",,Isolated Property,"3","3",7803.612549,313.6548,758944.186545472,5756072.9451828
"1021770",,Isolated Property,"3","3",7803.610840,313.6548,765104.001175391,5780864.99989145
"1021771",,Isolated Property,"3","3",7803.612793,313.6548,753010.166593194,5760243.39790267
"1021772",,Isolated Property,"3","3",7803.613770,313.6548,742274.185864843,5762717.58739992
"1021773",,Isolated Property,"3","3",7803.613770,313.6548,758274.4013654,5759451.31723925
"1021774",,Isolated Property,"3","3",7803.612793,313.6548,748867.787115932,5758811.03389117
"1021775",,Isolated Property,"3","3",7803.613037,313.6548,751051.039054441,5759406.83918605
"1021776",,Isolated Property,"3","3",7803.612793,313.6548,750262.496695039,5780429.11637111
"1021777",,Isolated Property,"3","3",7803.613281,313.6548,760335.425542817,5779406.08924008
"1021778",,Isolated Property,"3","3",7803.613525,313.6548,742255.548450972,5768732.93794546
"1021779",,Isolated Property,"3","3",7803.612549,313.6548,752883.80310681,5767570.12562089
"1021780",,Isolated Property,"3","3",7803.611816,313.6548,763355.868877852,5768936.80216338
"1021781",,Isolated Property,"3","3",7803.611816,313.6548,766080.504639682,5780734.10068295
"1021782",,Isolated Property,"3","3",7803.613281,313.6548,759111.21393685,5768182.67697212
"1021783",,Isolated Property,"3","3",7803.612061,313.6548,759126.074439553,5775137.36651058
"1021784",,Isolated Property,"3","3",7803.612793,313.6548,756076.753657801,5779747.22732832
"1021785",,Isolated Property,"3","3",7803.613281,313.6548,744804.381637462,5758011.00703544
"1021786",,Isolated Property,"3","3",7803.611328,313.6548,765920.827829668,5770400.88979937
"1021787",,Isolated Property,"3","3",7803.613525,313.6548,763707.750309589,5756578.33304314
"1021788",,Isolated Property,"3","3",7803.612793,313.6548,753909.764477554,5757481.52113499
"1021789",,Isolated Property,"3","3",7803.613281,313.6548,752111.969257338,5758026.77113587
"1021790",,Isolated Property,"3","3",7803.613281,313.6548,749107.780869846,5769893.72669391
"1021791",,Isolated Property,"3","3",7803.612061,313.6548,750350.492843457,5777886.09378893
"1021792",,Isolated Property,"3","3",7803.615234,313.6548,761356.994413784,5783757.49025368
"1021793",,Isolated Property,"3","3",7803.614258,313.6548,756185.535192755,5785779.80109054
"1021794",,Isolated Property,"3","3",7803.611816,313.6548,765718.595442913,5783304.60863587
"1021795",,Isolated Property,"3","3",7803.613037,313.6548,748669.174308386,5765346.45268738
"1021796",,Isolated Property,"3","3",7803.613037,313.6548,754743.367905816,5775015.54537259
"1021797",,Isolated Property,"3","3",7803.613770,313.6548,758435.200370807,5773918.99776005
"1021798",,Isolated Property,"3","3",7803.612549,313.6548,757580.565511256,5759059.52543902
"1021799",,Isolated Property,"3","3",7803.612305,313.6548,760390.709871659,5768415.6802448
"1021800",,Isolated Property,"3","3",7803.612061,313.6548,748244.00020677,5778504.00007476
"1021801",,Isolated Property,"3","3",7803.612549,313.6548,747557.142876564,5761775.63368778
"1021802",,Isolated Property,"3","3",7803.613525,313.6548,758734.448502698,5771986.23576674
"1021803",,Isolated Property,"3","3",7803.613281,313.6548,746464.854347382,5764815.49664958
"1021804",,Isolated Property,"3","3",7803.613037,313.6548,760778.951512623,5757616.56572389
"1021805",,Isolated Property,"3","3",7803.612305,313.6548,744270.641779676,5767691.93937128
"1021806",,Isolated Property,"3","3",7803.613770,313.6548,757710.516542366,5780847.09132017
"1021807",,Isolated Property,"3","3",7803.613525,313.6548,755585.668160977,5769353.71195744
"1021808",,Isolated Property,"3","3",7803.613525,313.6548,753819.568754634,5774845.95698941
"1021809",,Isolated Property,"3","3",7803.613037,313.6548,748358.157723661,5775276.64815967
"1021810",,Isolated Property,"3","3",7803.612549,313.6548,755294.477569335,5766302.43945887
"1021811",,Isolated Property,"3","3",7803.612793,313.6548,747627.285527602,5762179.33764829
"1021812",,Isolated Property,"3","3",7803.613037,313.6548,755419.418210186,5765529.06207569
"1021813",,Isolated Property,"3","3",7803.613037,313.6548,753953.312923615,5770925.70764372
"1021814",,Isolated Property,"3","3",7803.612305,313.6548,761955.502014631,5773509.57003477
"1021815",,Isolated Property,"3","3",7803.613037,313.6548,754057.526602422,5783449.12237161
"1021816",,Isolated Property,"3","3",7803.612061,313.6548,753988.384716037,5783263.43040713
"1021817",,Isolated Property,"3","3",7803.613281,313.6548,762883.772197966,5770143.89692097
"1021818",,Isolated Property,"3","3",7803.613281,313.6548,748111.262154873,5760207.11804175
"1021819",,Isolated Property,"3","3",7803.614258,313.6548,763974.774318491,5758558.21708703
"1021820",,Isolated Property,"3","3",7803.612549,313.6548,744851.426169903,5760420.0647073
"1021821",,Isolated Property,"3","3",7803.613281,313.6548,764105.974975346,5763976.70090221
"1021822",,Isolated Property,"3","3",7803.613281,313.6548,743622.474947218,5775126.85711367
"1021823",,Isolated Property,"3","3",7803.612549,313.6548,760415.846762073,5780443.88085201
"1021824",,Isolated Property,"3","3",7803.611816,313.6548,758198.510733598,5784549.26182217
"1021825",,Isolated Property,"3","3",7803.613281,313.6548,749015.595637807,5781487.51610885
"1021826",,Isolated Property,"3","3",7803.612061,313.6548,742441.864425289,5759613.28659245
"1021827",,Isolated Property,"3","3",7803.612793,313.6548,778483.359475211,5765945.69402989
"1021828",,Isolated Property,"3","3",7803.614258,313.6548,769906.667541734,5759298.89162631
"1021829",,Isolated Property,"3","3",7803.613770,313.6548,777480.057527534,5761735.66308894
"1021830",,Isolated Property,"3","3",7803.613770,313.6548,775087.658681602,5760591.46080351
"1021831",,Isolated Property,"3","3",7803.613770,313.6548,774261.119698535,5756603.01555527
"1021832",,Isolated Property,"3","3",7803.613281,313.6548,775720.066179197,5759341.61175385
"1021833",,Isolated Property,"3","3",7803.611328,313.6548,776933.32345482,5762418.99530541
"1021834",,Isolated Property,"3","3",7803.613281,313.6548,773043.540809071,5759999.36645554
"1021835",,Isolated Property,"3","3",7803.612305,313.6548,768343.948945853,5765176.18477171
"1021836",,Isolated Property,"3","3",7803.613770,313.6548,768796.062267954,5762664.92921378
"1021837",,Isolated Property,"3","3",7803.612305,313.6548,768508.418111317,5761070.98525675
"1021838",,Isolated Property,"3","3",7803.613281,313.6548,769935.749560488,5756484.41105924
"1021839",,Isolated Property,"3","3",7803.613770,313.6548,770542.411516457,5761932.12312873
"1021840",,Isolated Property,"3","3",7803.614746,313.6548,767508.014666521,5764954.89868768
"1021841",,Isolated Property,"3","3",7803.613281,313.6548,775360.427580015,5765902.84231857
"1021842",,Isolated Property,"3","3",7803.612793,313.6548,770414.147882648,5762790.87498313
"1021843",,Isolated Property,"3","3",7803.613281,313.6548,770968.527985678,5765093.03570481
"1021844",,Isolated Property,"3","3",7803.612305,313.6548,770129.423857367,5769681.96233174
"1021845",,Isolated Property,"3","3",7803.612793,313.6548,769948.797192411,5768535.12754404
"1021846",,Isolated Property,"3","3",7803.614258,313.6548,772658.837913825,5765925.8639124
"1021847",,Isolated Property,"3","3",7803.613281,313.6548,774717.669349475,5767689.17261328
"1021848",,Isolated Property,"3","3",7803.612793,313.6548,770186.30439235,5757711.44465545
"1021849",,Isolated Property,"3","3",7803.613770,313.6548,777356.08450496,5759931.88656264
"1021850",,Isolated Property,"3","3",7803.614258,313.6548,777511.443144202,5756139.06805006
"1021851",,Isolated Property,"3","3",7803.613281,313.6548,772519.12055113,5757005.86747948
"1021852",,Isolated Property,"3","3",7803.613770,313.6548,778099.454495611,5762719.11450461
"1021853",,Isolated Property,"3","3",7803.610840,313.6548,772040.060096168,5762665.07291861
"1021854",,Isolated Property,"3","3",7803.611328,313.6548,767590.427717416,5757778.15386505
"1021855",,Isolated Property,"3","3",7803.612793,313.6548,770188.554591537,5758106.59325106
"1021856",,Isolated Property,"3","3",7803.614258,313.6548,772161.435873944,5755602.01219827
"1021857",,Isolated Property,"3","3",7803.612793,313.6548,767307.969535786,5762954.53265431
"1021858",,Isolated Property,"3","3",7803.614258,313.6548,772193.447093977,5760009.80269774
"1021859",,Isolated Property,"3","3",7803.612793,313.6548,775252.485579546,5762804.80672421
"1021860",,Isolated Property,"3","3",7803.614258,313.6548,766539.443454207,5761250.13467516
"1021861",,Isolated Property,"3","3",7803.613770,313.6548,776377.392440836,5765881.93187513
"1021862",,Isolated Property,"3","3",7803.613770,313.6548,778525.080194577,5766171.51381065
"1021863",,Isolated Property,"3","3",7803.610352,313.6548,771456.945740915,5767821.91503325
"1021864",,Isolated Property,"3","3",7803.615234,313.6548,776301.223791139,5767506.053162
"1021865",,Isolated Property,"3","3",7803.614258,313.6548,769821.217975053,5767850.88350264
"1021866",,Isolated Property,"3","3",7803.612305,313.6548,769046.001215337,5779590.99955969
"1021867",,Isolated Property,"3","3",7803.614258,313.6548,768208.175201007,5780030.55113141
"1021868",,Isolated Property,"3","3",7803.612305,313.6548,770415.54845694,5778995.06875349
"1021869",,Isolated Property,"3","3",7803.613770,313.6548,772640.39450647,5779966.83654782
"1021870",,Isolated Property,"3","3",7803.612793,313.6548,771727.423999081,5782300.07562469
"1021871",,Isolated Property,"3","3",7803.614258,313.6548,776619.00103615,5782862.00009877
"1021872",,Isolated Property,"3","3",7803.614258,313.6548,778636.448517212,5780441.14688252
"1021873",,Isolated Property,"3","3",7803.613281,313.6548,773724.000718255,5785079.99957633
"1021874",,Isolated Property,"3","3",7803.612305,313.6548,775818.578632473,5781547.04073787
"1021875",,Isolated Property,"3","3",7803.611816,313.6548,774077.001176716,5782480.00023067
"1021876",,Isolated Property,"3","3",7803.614746,313.6548,775009.000968968,5778360.0002508
"1021877",,Isolated Property,"3","3",7803.612305,313.6548,778542.577667259,5779699.02475517
