"perse","activity","start_time","xcoord","ycoord"
"511","home","1805",781611,5760388
"511","shops","2109",790357.10312,5752184.65303
"511","home","2219",781611,5760388
"512","home","0000",781535,5763137
"512","other","0340",777888.65052,5762548.96247
"512","home","0425",781535,5763137
"512","beach","1105",800742.88293,5757428.94421
"512","home","1330",781535,5763137
"513","home","0000",775237,5753314
"513","shops","1141",778433.82508,5744429.17115
"513","beach","1325",778406.90316,5743587.79637
"513","shops","1445",777902.25512,5762634.6724
"513","work","1621",778463.2759,5744455.4553
"513","home","2359",775237,5753314
"514","home","0000",787922,5756105
"514","beach","1348",790861.74053,5752552.89152
"514","home","1553",787922,5756105
"514","work","1638",778210.63486,5744138.97464
"514","home","2359",787922,5756105
"515","home","0000",777789,5758191
"515","shops","1300",777902.25512,5762634.6724
"515","beach","1428",786255.54497,5747965.81546
"515","work","1601",777196.72455,5744398.58775
"515","home","2359",777789,5758191
"516","home","0000",780290,5753303
"516","shops","1135",761647.31617,5762952.48569
"516","home","1202",780290,5753303
"516","work","1703",779513.96035,5746544.88888
"516","home","2359",780290,5753303
"517","home","0000",773636,5763804
"517","work","0834",761856.89786,5763333.34179
"517","home","1612",773636,5763804
"517","shops","2010",790670.88255,5752085.50432
"517","home","2228",773636,5763804
"518","home","0000",771339,5760626
"518","work","0410",790098.62271,5754759.19639
"518","beach","1234",790006.00295,5750945.9283
"518","shops","1401",789902.15203,5752276.48654
"518","home","1611",771339,5760626
"519","home","0000",778680,5762377
"519","beach","1412",783893.9946,5745788.90364
"519","work","1632",793249.38427,5770567.6814
"519","home","2359",778680,5762377
"520","home","0000",786080,5753490
"520","work","1238",789434.99816,5751266.44194
"520","home","2028",786080,5753490
"521","home","0000",787501,5763260
"521","other","0734",793202.25852,5769898.53301
"521","work","0928",786334.34808,5764005.76275
"521","shops","1714",790505.64718,5752116.69154
"521","home","1818",787501,5763260
"522","home","0000",771900,5755037
"522","beach","1005",797658.77908,5756257.89872
"522","shops","1312",778433.82508,5744429.17115
"522","other","1655",771374.44073,5738835.66619
"522","home","1927",771900,5755037
"523","home","0000",784866,5759716
"523","work","0705",790484.60538,5754857.18225
"523","shops","1550",777902.25512,5762634.6724
"523","home","2035",784866,5759716
"524","home","0000",784112,5762399
"524","work","0942",786334.34808,5764005.76275
"524","shops","1704",790670.88255,5752085.50432
"524","home","1816",784112,5762399
"524","shops","2038",792871.83966,5770473.28821
"524","home","2245",784112,5762399
"525","home","0000",779377,5760400
"525","other","0821",777888.65052,5762548.96247
"525","shops","1027",777902.25512,5762634.6724
"525","other","1351",777888.65052,5762548.96247
"525","beach","1422",786985.47082,5748372.83646
"525","work","1723",790098.62271,5754759.19639
"525","home","2359",779377,5760400
"526","home","0000",779164,5762274
"526","other","0634",759210.79384,5730135.73036
"526","home","1134",779164,5762274
"526","shops","1344",777902.25512,5762634.6724
"526","beach","1419",794920.60169,5772690.71159
"526","work","1720",786334.34808,5764005.76275
"526","home","2359",779164,5762274
"527","home","0000",777007,5761175
"527","shops","1040",777902.25512,5762634.6724
"527","other","1230",777888.65052,5762548.96247
"527","work","1612",761289.50657,5762130.29619
"527","home","2359",777007,5761175
"528","home","0000",788031,5755722
"528","work","1152",790098.62271,5754759.19639
"528","home","1945",788031,5755722
"529","home","0000",786803,5762031
"529","beach","1153",797658.77908,5756257.89872
"529","other","1352",793202.25852,5769898.53301
"529","home","1438",786803,5762031
"529","work","1718",790106.78926,5751427.52566
"529","home","2359",786803,5762031
"530","home","0000",773657,5763408
"530","other","1140",778779.70651,5745319.61958
"530","beach","1234",794242.078,5754370.29551
"530","other","1556",777888.65052,5762548.96247
"530","work","1745",790098.62271,5754759.19639
"530","home","2359",773657,5763408
"531","home","0000",776468,5756128
"531","other","0715",778779.70651,5745319.61958
"531","home","1151",776468,5756128
"531","shops","1527",792871.83966,5770473.28821
"531","work","1607",778649.17232,5743860.56825
"531","home","2359",776468,5756128
"532","home","0000",776034,5760292
"532","work","0012",778791.70915,5745372.55639
"532","home","0858",776034,5760292
"532","beach","1147",759326.8826,5729839.13291
"532","home","1348",776034,5760292
"532","shops","1402",778482.57737,5744462.75843
"532","home","1911",776034,5760292
"533","home","0000",773288,5763162
"533","other","0516",777888.65052,5762548.96247
"533","home","0730",773288,5763162
"533","work","0901",759492.64698,5730627.75413
"533","home","1604",773288,5763162
"534","home","0000",770613,5757708
"534","shops","1434",777902.25512,5762634.6724
"534","work","1625",790106.78926,5751427.52566
"534","home","2359",770613,5757708
"535","home","0000",783381,5764154
"535","work","0905",786334.34808,5764005.76275
"535","shops","1637",778279.66613,5743500.15352
"535","home","1847",783381,5764154
"535","shops","2103",777902.25512,5762634.6724
"535","home","2341",783381,5764154
"536","home","0000",777491,5755126
"536","shops","1139",778279.66613,5743500.15352
"536","work","1235",778649.17232,5743860.56825
"536","other","2123",792803.19879,5769441.31381
"536","home","2305",777491,5755126
"537","home","0000",780284,5755566
"537","other","1119",790829.71368,5755284.52525
"537","beach","1542",776580.38162,5741915.32936
"537","work","1759",778463.2759,5744455.4553
"537","home","2359",780284,5755566
"538","home","0000",778094,5761780
"538","other","0109",777888.65052,5762548.96247
"538","work","0503",778649.17232,5743860.56825
"538","home","1333",778094,5761780
"538","beach","1544",786985.47082,5748372.83646
"538","shops","1627",777902.25512,5762634.6724
"538","home","2150",778094,5761780
"539","home","0000",777220,5761247
"539","work","0853",778791.70915,5745372.55639
"539","other","1758",777888.65052,5762548.96247
"539","home","1916",777220,5761247
"540","home","0000",784187,5759678
"540","other","0707",793202.25852,5769898.53301
"540","work","0922",793641.32026,5769328.94189
"540","home","1615",784187,5759678
"540","shops","1957",789974.17245,5752810.54643
"540","home","2056",784187,5759678
"541","home","0000",773049,5760838
"541","work","0836",758548.82555,5729986.72448
"541","home","1604",773049,5760838
"541","shops","1904",777902.25512,5762634.6724
"541","home","2029",773049,5760838
"542","home","0000",787814,5752531
"542","work","0812",790106.78926,5751427.52566
"542","shops","1702",789902.15203,5752276.48654
"542","home","1915",787814,5752531
"542","other","2353",789863.66729,5753170.47836
"542","home","2359",787814,5752531
"543","home","0000",777742,5757262
"543","beach","0826",783893.9946,5745788.90364
"543","work","1651",790106.78926,5751427.52566
"543","home","2359",777742,5757262
"544","home","0000",776531,5764260
"544","shops","1113",777902.25512,5762634.6724
"544","beach","1327",783893.9946,5745788.90364
"544","shops","1538",777902.25512,5762634.6724
"544","work","1605",777196.72455,5744398.58775
"544","home","2359",776531,5764260
"545","home","0000",779531,5764063
"545","work","0924",790106.78926,5751427.52566
"545","shops","1737",777902.25512,5762634.6724
"545","home","2038",779531,5764063
"546","home","0000",773032,5757421
"546","work","0930",761856.89786,5763333.34179
"546","home","1612",773032,5757421
"546","shops","1845",778433.82508,5744429.17115
"546","home","2008",773032,5757421
"546","other","2256",777888.65052,5762548.96247
"546","home","2359",773032,5757421
"547","home","0000",780861,5760677
"547","other","0104",777888.65052,5762548.96247
"547","home","0324",780861,5760677
"547","other","0627",777888.65052,5762548.96247
"547","home","0822",780861,5760677
"547","work","1048",786334.34808,5764005.76275
"547","shops","1846",777902.25512,5762634.6724
"547","home","2112",780861,5760677
"548","home","0000",787911,5764129
"548","other","1514",777888.65052,5762548.96247
"548","work","1757",786334.34808,5764005.76275
"548","home","2359",787911,5764129
"549","home","0000",785080,5756071
"549","shops","1207",789974.17245,5752810.54643
"549","home","1435",785080,5756071
"549","work","1618",790106.78926,5751427.52566
"549","home","2359",785080,5756071
"550","home","0000",783914,5754107
"550","work","0920",778791.70915,5745372.55639
"550","shops","1729",743497.21054,5753100.09307
"550","home","1844",783914,5754107
"551","home","0000",782964,5757603
"551","work","0622",786334.34808,5764005.76275
"551","shops","1447",789902.15203,5752276.48654
"551","home","1608",782964,5757603
"552","home","0000",771520,5754935
"552","other","0652",759210.79384,5730135.73036
"552","home","0918",771520,5754935
"552","shops","1303",777902.25512,5762634.6724
"552","beach","1558",789125.65437,5750638.52234
"552","work","1629",778210.63486,5744138.97464
"552","home","2359",771520,5754935
"553","home","0000",770953,5755023
"553","other","0612",777888.65052,5762548.96247
"553","work","0942",793641.32026,5769328.94189
"553","home","1714",770953,5755023
"553","other","1957",777888.65052,5762548.96247
"553","home","2123",770953,5755023
"554","home","0000",785320,5753977
"554","work","0032",790098.62271,5754759.19639
"554","home","0811",785320,5753977
"554","beach","1220",803106.49192,5756854.63356
"554","home","1743",785320,5753977
"554","shops","1937",789974.17245,5752810.54643
"554","home","2103",785320,5753977
"555","home","0000",779218,5763715
"555","other","0238",790829.71368,5755284.52525
"555","work","0850",790106.78926,5751427.52566
"555","shops","1634",777902.25512,5762634.6724
"555","home","1905",779218,5763715
"556","home","0000",784157,5757458
"556","work","0955",779012.88562,5744520.34118
"556","shops","1753",777902.25512,5762634.6724
"556","home","1854",784157,5757458
"557","home","0000",786164,5753337
"557","shops","0921",789902.15203,5752276.48654
"557","home","1159",786164,5753337
"557","work","1655",777704.05806,5743980.73808
"557","home","2359",786164,5753337
"558","home","0000",784203,5764368
"558","shops","1039",777902.25512,5762634.6724
"558","beach","1341",776580.38162,5741915.32936
"558","shops","1656",770351.40111,5738001.92605
"558","home","1915",784203,5764368
"558","other","2242",771374.44073,5738835.66619
"558","home","2359",784203,5764368
"559","home","0000",774421,5759063
"559","work","0942",761289.50657,5762130.29619
"559","home","1631",774421,5759063
"560","home","0000",778815,5758239
"560","work","0816",779513.96035,5746544.88888
"560","home","1746",778815,5758239
"561","home","0000",780012,5757797
"561","other","0854",777888.65052,5762548.96247
"561","shops","1108",778433.82508,5744429.17115
"561","other","1509",792837.45553,5769972.52889
"561","beach","1703",789125.65437,5750638.52234
"561","other","1841",792837.45553,5769972.52889
"561","home","2133",780012,5757797
"561","other","2332",790829.71368,5755284.52525
"561","home","2359",780012,5757797
"562","home","0000",783503,5761800
"562","beach","1437",794920.60169,5772690.71159
"562","work","1752",793249.38427,5770567.6814
"562","home","2359",783503,5761800
"563","home","0000",782889,5756241
"563","other","0927",778779.70651,5745319.61958
"563","home","1026",782889,5756241
"563","shops","1519",790505.64718,5752116.69154
"563","work","1734",761856.89786,5763333.34179
"563","home","2359",782889,5756241
"564","home","0000",787096,5753116
"564","other","0339",790829.71368,5755284.52525
"564","home","0546",787096,5753116
"564","work","0819",790484.60538,5754857.18225
"564","shops","1651",789974.17245,5752810.54643
"564","home","1918",787096,5753116
"565","home","0000",786452,5761745
"565","other","0112",733052.04408,5756331.45377
"565","home","0325",786452,5761745
"565","work","0819",786334.34808,5764005.76275
"565","beach","1657",790599.42678,5751665.27
"565","shops","1953",790670.88255,5752085.50432
"565","home","2022",786452,5761745
"566","home","0000",783543,5761441
"566","other","0412",778546.67853,5744446.73313
"566","home","0601",783543,5761441
"566","work","0850",790106.78926,5751427.52566
"566","shops","1736",789974.17245,5752810.54643
"566","home","1945",783543,5761441
"567","home","0000",780080,5758947
"567","other","0711",777888.65052,5762548.96247
"567","work","0951",786334.34808,5764005.76275
"567","home","1652",780080,5758947
"568","home","0000",783600,5764398
"568","other","0223",792803.19879,5769441.31381
"568","home","0441",783600,5764398
"568","other","0604",771374.44073,5738835.66619
"568","work","0849",786334.34808,5764005.76275
"568","shops","1729",789974.17245,5752810.54643
"568","other","1903",731819.1582,5755960.71592
"568","home","2115",783600,5764398
"569","home","0000",786472,5764372
"569","work","0850",786334.34808,5764005.76275
"569","beach","1640",800742.88293,5757428.94421
"569","home","1802",786472,5764372
"570","home","0000",784788,5758544
"570","other","0227",793534.67335,5769831.90665
"570","home","0430",784788,5758544
"570","shops","1159",789902.15203,5752276.48654
"570","home","1245",784788,5758544
"570","shops","1451",790357.10312,5752184.65303
"570","home","1617",784788,5758544
"570","other","1919",777888.65052,5762548.96247
"570","home","2006",784788,5758544
"571","home","0000",785532,5763267
"571","other","0148",790829.71368,5755284.52525
"571","home","0331",785532,5763267
"571","work","0544",786334.34808,5764005.76275
"571","home","1318",785532,5763267
"571","shops","1409",778433.82508,5744429.17115
"571","home","1740",785532,5763267
"572","home","0000",787521,5762556
"572","work","0903",786334.34808,5764005.76275
"572","home","1642",787521,5762556
"573","home","0000",783425,5756567
"573","shops","0848",790505.64718,5752116.69154
"573","work","1117",789848.05453,5752795.44381
"573","home","1957",783425,5756567
"574","home","0000",778757,5757020
"574","beach","1234",790861.74053,5752552.89152
"574","shops","1404",777902.25512,5762634.6724
"574","work","1711",777196.72455,5744398.58775
"574","home","2359",778757,5757020
"575","home","0000",777374,5763490
"575","work","0944",793249.38427,5770567.6814
"575","shops","1735",777902.25512,5762634.6724
"575","home","1848",777374,5763490
"576","home","0000",780513,5757002
"576","work","1031",779513.96035,5746544.88888
"576","home","1842",780513,5757002
"577","home","0000",777850,5757272
"577","work","0807",779513.96035,5746544.88888
"577","shops","1755",790670.88255,5752085.50432
"577","home","1810",777850,5757272
"578","home","0000",772616,5752697
"578","shops","1019",778279.66613,5743500.15352
"578","work","1324",771120.82582,5738818.00056
"578","home","2155",772616,5752697
"579","home","0000",775351,5761794
"579","work","0909",790106.78926,5751427.52566
"579","home","1708",775351,5761794
"579","other","1855",777888.65052,5762548.96247
"579","home","2159",775351,5761794
"580","home","0000",771299,5754932
"580","work","0815",778463.2759,5744455.4553
"580","shops","1750",778433.82508,5744429.17115
"580","home","1956",771299,5754932
"580","shops","2044",761647.31617,5762952.48569
"580","home","2226",771299,5754932
"581","home","0000",782066,5759047
"581","other","0619",777888.65052,5762548.96247
"581","home","0814",782066,5759047
"581","beach","1441",797658.77908,5756257.89872
"581","work","1617",777704.05806,5743980.73808
"581","home","2359",782066,5759047
"582","home","0000",781967,5756231
"582","other","0702",777888.65052,5762548.96247
"582","work","0822",759492.64698,5730627.75413
"582","home","1721",781967,5756231
"582","other","1916",778546.67853,5744446.73313
"582","home","2018",781967,5756231
"583","home","0000",771401,5764017
"583","other","0602",793534.67335,5769831.90665
"583","home","0915",771401,5764017
"583","shops","1428",790670.88255,5752085.50432
"583","work","1747",760128.0835,5729217.22829
"583","home","2359",771401,5764017
"584","home","0000",777751,5763905
"584","other","0933",777888.65052,5762548.96247
"584","home","1125",777751,5763905
"584","beach","1344",790599.42678,5751665.27
"584","work","1741",789848.05453,5752795.44381
"584","home","2359",777751,5763905
"585","home","0000",781186,5755098
"585","other","1153",778154.87981,5743919.35957
"585","work","1313",779012.88562,5744520.34118
"585","home","2040",781186,5755098
"586","home","0000",772731,5752953
"586","work","0953",777196.72455,5744398.58775
"586","shops","1634",789902.15203,5752276.48654
"586","home","1931",772731,5752953
"587","home","0000",782298,5758639
"587","shops","0901",789902.15203,5752276.48654
"587","work","1053",789434.99816,5751266.44194
"587","home","1841",782298,5758639
"588","home","0000",777977,5759131
"588","other","0451",792837.45553,5769972.52889
"588","home","0758",777977,5759131
"588","work","0830",771120.82582,5738818.00056
"588","shops","1715",777902.25512,5762634.6724
"588","home","1911",777977,5759131
"588","other","2323",777888.65052,5762548.96247
"588","home","2359",777977,5759131
"589","home","0000",777047,5757716
"589","shops","1314",777902.25512,5762634.6724
"589","home","1631",777047,5757716
"590","home","0000",776499,5763585
"590","beach","1260",783893.9946,5745788.90364
"590","work","1635",777704.05806,5743980.73808
"590","home","2359",776499,5763585
"591","home","0000",786704,5755072
"591","work","0407",789848.05453,5752795.44381
"591","home","1259",786704,5755072
"591","beach","1513",788528.10978,5750214.98843
"591","home","1624",786704,5755072
"592","home","0000",784036,5757543
"592","shops","1158",789974.17245,5752810.54643
"592","home","1221",784036,5757543
"592","shops","1402",789974.17245,5752810.54643
"592","work","1747",761289.50657,5762130.29619
"592","home","2359",784036,5757543
"593","home","0000",773401,5758472
"593","work","1143",761289.50657,5762130.29619
"593","home","1909",773401,5758472
"594","home","0000",775179,5753819
"594","work","0157",777196.72455,5744398.58775
"594","shops","0842",770351.40111,5738001.92605
"594","other","1057",777888.65052,5762548.96247
"594","home","1227",775179,5753819
"594","shops","1544",790357.10312,5752184.65303
"594","other","1832",778779.70651,5745319.61958
"594","home","2025",775179,5753819
"595","home","0000",777705,5758750
"595","shops","0833",761647.31617,5762952.48569
"595","home","1058",777705,5758750
"595","shops","1345",777902.25512,5762634.6724
"595","work","1734",786334.34808,5764005.76275
"595","home","2359",777705,5758750
"596","home","0000",777950,5759070
"596","other","0660",777888.65052,5762548.96247
"596","home","1003",777950,5759070
"596","shops","1343",777902.25512,5762634.6724
"596","beach","1430",789125.65437,5750638.52234
"596","work","1622",779513.96035,5746544.88888
"596","home","2359",777950,5759070
"597","home","0000",771597,5762367
"597","other","0821",792837.45553,5769972.52889
"597","home","1056",771597,5762367
"597","beach","1510",778237.06886,5743964.79164
"597","work","1658",771154.38036,5738979.16897
"597","home","2359",771597,5762367
"598","home","0000",788124,5759998
"598","other","0203",792803.19879,5769441.31381
"598","home","0505",788124,5759998
"598","work","0736",778210.63486,5744138.97464
"598","shops","1448",789902.15203,5752276.48654
"598","home","1931",788124,5759998
"599","home","0000",787231,5758926
"599","shops","1229",790505.64718,5752116.69154
"599","work","1639",778463.2759,5744455.4553
"599","home","2359",787231,5758926
"600","home","0000",776737,5760905
"600","other","0717",777888.65052,5762548.96247
"600","work","0829",789434.99816,5751266.44194
"600","home","1633",776737,5760905
"601","home","0000",776726,5752944
"601","work","0814",770968.05532,5738364.60103
"601","shops","1739",777902.25512,5762634.6724
"601","home","2019",776726,5752944
"602","home","0000",776712,5762671
"602","work","0738",786334.34808,5764005.76275
"602","other","1504",777888.65052,5762548.96247
"602","shops","1908",777902.25512,5762634.6724
"602","home","2034",776712,5762671
"603","home","0000",781960,5756091
"603","work","0809",779012.88562,5744520.34118
"603","home","1629",781960,5756091
"603","shops","1852",789974.17245,5752810.54643
"603","home","2115",781960,5756091
"604","home","0000",775691,5760293
"604","work","0803",761856.89786,5763333.34179
"604","home","1613",775691,5760293
"605","home","0000",774325,5764341
"605","other","0926",777888.65052,5762548.96247
"605","home","1113",774325,5764341
"605","shops","1341",770351.40111,5738001.92605
"605","home","1547",774325,5764341
"605","work","1720",759163.59908,5730338.60707
"605","home","2359",774325,5764341
"606","home","0000",772514,5759314
"606","work","0753",789848.05453,5752795.44381
"606","beach","1411",790006.00295,5750945.9283
"606","shops","1701",777902.25512,5762634.6724
"606","home","1810",772514,5759314
"607","home","0000",784073,5760333
"607","work","0118",761289.50657,5762130.29619
"607","shops","0944",789902.15203,5752276.48654
"607","beach","1153",789125.65437,5750638.52234
"607","home","1738",784073,5760333
"608","home","0000",774458,5760318
"608","shops","0932",777902.25512,5762634.6724
"608","work","1159",779012.88562,5744520.34118
"608","other","1817",777888.65052,5762548.96247
"608","home","2148",774458,5760318
"609","home","0000",776474,5761102
"609","work","1301",786334.34808,5764005.76275
"609","home","2049",776474,5761102
"610","home","0000",771575,5764230
"610","other","0721",777888.65052,5762548.96247
"610","home","0830",771575,5764230
"610","other","1032",792803.19879,5769441.31381
"610","home","1242",771575,5764230
"610","shops","1538",777902.25512,5762634.6724
"610","work","1631",761289.50657,5762130.29619
"610","home","2359",771575,5764230
"611","home","0000",772193,5755695
"611","shops","0853",792871.83966,5770473.28821
"611","other","1441",790829.71368,5755284.52525
"611","work","1703",778210.63486,5744138.97464
"611","home","2359",772193,5755695
"612","home","0000",776076,5762559
"612","other","1003",777888.65052,5762548.96247
"612","shops","1234",777902.25512,5762634.6724
"612","home","1538",776076,5762559
"612","work","1701",761289.50657,5762130.29619
"612","home","2359",776076,5762559
"613","home","0000",782270,5753307
"613","work","0856",789848.05453,5752795.44381
"613","home","1741",782270,5753307
"614","home","0000",782231,5763168
"614","work","0929",786334.34808,5764005.76275
"614","shops","1703",790670.88255,5752085.50432
"614","home","1923",782231,5763168
"615","home","0000",771696,5755879
"615","other","0706",778779.70651,5745319.61958
"615","work","0831",789848.05453,5752795.44381
"615","home","1757",771696,5755879
"616","home","0000",780961,5758405
"616","work","0135",793641.32026,5769328.94189
"616","home","0817",780961,5758405
"616","beach","1117",788528.10978,5750214.98843
"616","home","1321",780961,5758405
"616","beach","1528",789125.65437,5750638.52234
"616","other","1620",777888.65052,5762548.96247
"616","shops","1825",777902.25512,5762634.6724
"616","home","2050",780961,5758405
"617","home","0000",787219,5759401
"617","work","0436",789848.05453,5752795.44381
"617","beach","1239",778406.90316,5743587.79637
"617","shops","1432",789902.15203,5752276.48654
"617","home","1644",787219,5759401
"617","shops","2131",790670.88255,5752085.50432
"617","home","2251",787219,5759401
"618","home","0000",783037,5761226
"618","shops","1407",777902.25512,5762634.6724
"618","home","2131",783037,5761226
"619","home","0000",772060,5760450
"619","shops","0944",778433.82508,5744429.17115
"619","work","1013",759492.64698,5730627.75413
"619","home","1854",772060,5760450
"620","home","0000",787466,5762004
"620","shops","0843",789974.17245,5752810.54643
"620","home","1025",787466,5762004
"620","beach","1301",790861.74053,5752552.89152
"620","shops","1651",777902.25512,5762634.6724
"620","home","1928",787466,5762004
"621","home","0000",773639,5755220
"621","work","0843",789848.05453,5752795.44381
"621","home","1730",773639,5755220
"622","home","0000",783633,5757119
"622","work","0825",730692.55336,5755530.02771
"622","other","1751",789863.66729,5753170.47836
"622","home","1907",783633,5757119
"623","home","0000",782783,5757016
"623","work","0860",789848.05453,5752795.44381
"623","shops","1737",777902.25512,5762634.6724
"623","home","1815",782783,5757016
"624","home","0000",787447,5759848
"624","shops","1033",790505.64718,5752116.69154
"624","home","1333",787447,5759848
"624","beach","1551",788528.10978,5750214.98843
"624","other","1731",792803.19879,5769441.31381
"624","home","1936",787447,5759848
"625","home","0000",775355,5760508
"625","work","0908",778649.17232,5743860.56825
"625","other","1712",777888.65052,5762548.96247
"625","home","1916",775355,5760508
"625","other","2302",777888.65052,5762548.96247
"625","home","2359",775355,5760508
"626","home","0000",771696,5754207
"626","shops","0955",761647.31617,5762952.48569
"626","beach","1216",778237.06886,5743964.79164
"626","work","1653",770405.93026,5737998.74274
"626","home","2359",771696,5754207
"627","home","0000",782858,5756711
"627","work","0456",771120.82582,5738818.00056
"627","beach","1321",790861.74053,5752552.89152
"627","shops","1539",761647.31617,5762952.48569
"627","other","1618",789863.66729,5753170.47836
"627","home","2104",782858,5756711
"628","home","0000",779633,5753708
"628","other","0835",777888.65052,5762548.96247
"628","shops","1034",790505.64718,5752116.69154
"628","other","1325",789863.66729,5753170.47836
"628","home","1526",779633,5753708
"628","work","1752",789434.99816,5751266.44194
"628","home","2359",779633,5753708
"629","home","0000",770598,5763263
"629","work","0044",770968.05532,5738364.60103
"629","beach","0909",777498.11629,5741920.33946
"629","home","1029",770598,5763263
"629","beach","1306",790641.84348,5751394.20125
"629","home","1552",770598,5763263
"629","shops","1758",761647.31617,5762952.48569
"629","home","1908",770598,5763263
"630","home","0000",775960,5754831
"630","shops","1055",778279.66613,5743500.15352
"630","beach","1549",790006.00295,5750945.9283
"630","work","1707",777196.72455,5744398.58775
"630","home","2359",775960,5754831
"631","home","0000",772753,5753998
"631","work","0838",771120.82582,5738818.00056
"631","home","1660",772753,5753998
"632","home","0000",778710,5759846
"632","shops","1322",777902.25512,5762634.6724
"632","home","1419",778710,5759846
"632","work","1621",790484.60538,5754857.18225
"632","home","2359",778710,5759846
"633","home","0000",787774,5762259
"633","other","0700",790829.71368,5755284.52525
"633","work","0935",786334.34808,5764005.76275
"633","home","1653",787774,5762259
"633","shops","1939",777902.25512,5762634.6724
"633","other","2043",792837.45553,5769972.52889
"633","home","2258",787774,5762259
"634","home","0000",783703,5754688
"634","work","0058",759681.61587,5729403.88001
"634","shops","0940",789902.15203,5752276.48654
"634","other","1341",790829.71368,5755284.52525
"634","beach","1430",790006.00295,5750945.9283
"634","shops","1620",790670.88255,5752085.50432
"634","home","1818",783703,5754688
"635","home","0000",781672,5757775
"635","work","0819",790484.60538,5754857.18225
"635","home","1723",781672,5757775
"635","other","1807",777888.65052,5762548.96247
"635","home","2301",781672,5757775
"636","home","0000",777816,5755510
"636","work","1053",778210.63486,5744138.97464
"636","home","1910",777816,5755510
"637","home","0000",777189,5755076
"637","work","0506",779012.88562,5744520.34118
"637","other","1206",790829.71368,5755284.52525
"637","home","1550",777189,5755076
"637","shops","1916",789902.15203,5752276.48654
"637","home","2111",777189,5755076
"638","home","0000",774736,5762254
"638","other","1121",777888.65052,5762548.96247
"638","beach","1211",800742.88293,5757428.94421
"638","work","1714",759492.64698,5730627.75413
"638","home","2359",774736,5762254
"639","home","0000",780622,5756352
"639","other","0907",777888.65052,5762548.96247
"639","work","1043",793641.32026,5769328.94189
"639","other","1811",792837.45553,5769972.52889
"639","home","2002",780622,5756352
"640","home","0000",786280,5762305
"640","other","0135",790829.71368,5755284.52525
"640","home","0230",786280,5762305
"640","work","0900",786334.34808,5764005.76275
"640","shops","1734",777902.25512,5762634.6724
"640","home","2147",786280,5762305
"641","home","0000",779596,5762158
"641","other","0342",777888.65052,5762548.96247
"641","home","0431",779596,5762158
"641","other","0948",777888.65052,5762548.96247
"641","home","1106",779596,5762158
"641","shops","1405",777902.25512,5762634.6724
"641","work","1747",771154.38036,5738979.16897
"641","home","2359",779596,5762158
"642","home","0000",787762,5752822
"642","other","0236",789863.66729,5753170.47836
"642","home","0505",787762,5752822
"642","work","0833",770968.05532,5738364.60103
"642","home","1727",787762,5752822
"643","home","0000",781069,5762161
"643","beach","1148",797658.77908,5756257.89872
"643","work","1311",786334.34808,5764005.76275
"643","home","2043",781069,5762161
"644","home","0000",779015,5755908
"644","work","0141",778210.63486,5744138.97464
"644","other","0931",778154.87981,5743919.35957
"644","home","1420",779015,5755908
"644","shops","1733",778279.66613,5743500.15352
"644","home","1814",779015,5755908
"645","home","0000",771119,5756296
"645","other","0654",777888.65052,5762548.96247
"645","work","0912",779513.96035,5746544.88888
"645","home","1630",771119,5756296
"645","other","1859",792837.45553,5769972.52889
"645","home","2133",771119,5756296
"646","home","0000",782026,5755409
"646","work","0646",789848.05453,5752795.44381
"646","home","1436",782026,5755409
"646","shops","1714",789902.15203,5752276.48654
"646","other","1938",789863.66729,5753170.47836
"646","home","2130",782026,5755409
"647","home","0000",776343,5758208
"647","work","0818",759353.31074,5729787.17382
"647","home","1707",776343,5758208
"647","other","2314",777888.65052,5762548.96247
"647","home","2359",776343,5758208
"648","home","0000",787601,5762061
"648","work","0849",786334.34808,5764005.76275
"648","home","1635",787601,5762061
"649","home","0000",784422,5758871
"649","beach","0914",790599.42678,5751665.27
"649","home","1003",784422,5758871
"649","other","1552",789863.66729,5753170.47836
"649","home","1653",784422,5758871
"650","home","0000",779154,5760952
"650","other","0141",777888.65052,5762548.96247
"650","home","0303",779154,5760952
"650","work","0855",778210.63486,5744138.97464
"650","shops","1702",777902.25512,5762634.6724
"650","home","1906",779154,5760952
"651","home","0000",787479,5761881
"651","work","0526",793249.38427,5770567.6814
"651","beach","1237",778237.06886,5743964.79164
"651","shops","1541",778279.66613,5743500.15352
"651","home","1907",787479,5761881
"652","home","0000",774677,5763426
"652","work","0546",792919.68545,5754526.38383
"652","home","1252",774677,5763426
"652","beach","1447",794920.60169,5772690.71159
"652","shops","1729",778433.82508,5744429.17115
"652","home","2018",774677,5763426
"653","home","0000",772871,5756929
"653","shops","1335",790505.64718,5752116.69154
"653","work","1616",778463.2759,5744455.4553
"653","home","2359",772871,5756929
"654","home","0000",773006,5760492
"654","work","0841",777704.05806,5743980.73808
"654","home","1625",773006,5760492
"655","home","0000",786197,5763640
"655","beach","1011",790006.00295,5750945.9283
"655","home","1320",786197,5763640
"655","shops","1458",777902.25512,5762634.6724
"655","beach","1713",794242.078,5754370.29551
"655","home","1826",786197,5763640
"656","home","0000",782722,5756257
"656","shops","0954",761647.31617,5762952.48569
"656","other","1316",789863.66729,5753170.47836
"656","shops","1514",789902.15203,5752276.48654
"656","work","1718",790106.78926,5751427.52566
"656","home","2359",782722,5756257
"657","home","0000",777608,5756225
