"person","activity","leave_time"
"658","beach","1500"
"658","shops","1700"
"658","home","1900"
"659","home","100"
"659","work","500"
"659","beach","1300"
"659","shops","1500"
"659","beach","1700"
"659","home","1900"
"660","home","100"
"660","work","900"
"660","shops","1700"
"660","home","1900"
"661","work","100"
"661","home","900"
"661","beach","1300"
"661","shops","1700"
"661","home","1900"
"662","home","100"
"662","work","900"
"662","home","1700"
"663","home","100"
"663","work","900"
"663","home","1700"
"663","shops","1900"
"663","home","2100"
"663","other","2300"
"664","home","100"
"664","other","300"
"664","work","500"
"664","home","1300"
"664","shops","1700"
"664","home","1900"
"665","home","100"
"665","work","1100"
"665","home","1900"
"665","other","2300"
"666","home","100"
"666","work","900"
"666","shops","1700"
"666","home","1900"
"667","home","100"
"667","work","900"
"667","beach","1700"
"667","home","1900"
"668","home","100"
"668","work","900"
"668","home","1700"
"669","home","100"
"669","shops","1500"
"669","work","1700"
"670","home","100"
"670","shops","1300"
"670","beach","1500"
"670","work","1700"
"671","home","100"
"671","shops","1100"
"671","home","1300"
"671","work","1700"
"672","home","100"
"672","other","700"
"672","work","900"
"672","shops","1700"
"672","home","1900"
"673","home","100"
"673","work","500"
"673","shops","1300"
"673","beach","1500"
"673","shops","1700"
"673","home","1900"
"674","home","100"
"674","other","300"
"674","home","500"
"674","shops","1300"
"674","beach","1500"
"674","work","1700"
"675","home","100"
"675","other","500"
"675","work","900"
"675","shops","1700"
"675","home","1900"
"676","home","100"
"676","work","900"
"676","home","1700"
"677","home","100"
"677","work","900"
"677","shops","1700"
"677","home","1900"
"678","home","100"
"678","work","900"
"678","shops","1700"
"678","home","1900"
"679","home","100"
"679","other","700"
"679","work","900"
"679","other","1700"
"679","home","1900"
"680","home","100"
"680","work","1300"
"680","shops","2100"
"680","home","2300"
"681","home","100"
"681","other","900"
"681","home","1100"
"681","beach","1300"
"681","other","1500"
"681","home","1700"
"682","home","100"
"682","beach","900"
"682","shops","1500"
"682","work","1700"
"683","home","100"
"683","other","700"
"683","work","900"
"683","other","1700"
"683","shops","1900"
"683","home","2100"
"684","home","100"
"684","work","900"
"684","home","1700"
"684","shops","1900"
"684","home","2100"
"685","other","100"
"685","home","300"
"685","shops","900"
"685","beach","1300"
"685","home","1500"
"685","work","1700"
"686","home","100"
"686","work","700"
"686","beach","1500"
"686","shops","1700"
"686","home","1900"
"687","home","100"
"687","shops","900"
"687","home","1300"
"687","shops","1500"
"687","work","1700"
"688","home","100"
"688","other","700"
"688","home","1100"
"688","beach","1300"
"688","shops","1500"
"688","home","1700"
"689","home","100"
"689","other","300"
"689","home","500"
"689","other","900"
"689","home","1100"
"689","beach","1500"
"689","work","1700"
"690","home","100"
"690","shops","1100"
"690","home","1300"
"690","shops","1500"
"690","work","1700"
"691","home","100"
"691","other","300"
"691","home","500"
"691","work","1100"
"691","other","1900"
"691","home","2100"
"692","home","100"
"692","beach","900"
"692","home","1100"
"692","shops","1700"
"692","home","1900"
"693","home","100"
"693","work","1700"
"694","home","100"
"694","other","300"
"694","home","500"
"694","shops","1100"
"694","work","1300"
"694","home","2100"
"695","home","100"
"695","shops","900"
"695","beach","1500"
"695","work","1700"
"696","home","100"
"696","work","900"
"696","home","1700"
"696","other","2300"
"697","home","100"
"697","work","900"
"697","beach","1700"
"697","home","1900"
"697","other","2300"
"698","home","100"
"698","work","1100"
"698","home","1900"
"699","home","100"
"699","shops","1100"
"699","other","1300"
"699","shops","1500"
"699","work","1700"
"700","other","100"
"700","home","300"
"700","work","900"
"700","shops","1700"
"700","home","1900"
"701","work","100"
"701","home","900"
"701","shops","1100"
"701","home","1300"
"701","shops","1500"
"701","home","1900"
"702","work","100"
"702","home","900"
"702","beach","1100"
"702","home","1500"
"702","other","1900"
"702","home","2100"
"703","home","100"
"703","work","1100"
"703","home","1900"
"703","other","2100"
"703","home","2300"
"704","home","100"
"704","work","900"
"704","home","1700"
"704","other","1900"
"704","home","2100"
"705","home","100"
"705","shops","900"
"705","work","1100"
"705","shops","1900"
"705","home","2100"
"706","home","100"
"706","work","900"
"706","home","1700"
"707","home","100"
"707","work","900"
"707","home","1700"
"707","shops","1900"
"707","home","2100"
"708","home","100"
"708","other","700"
"708","work","900"
"708","other","1700"
"708","home","1900"
"709","home","100"
"709","work","900"
"709","shops","1700"
"709","home","1900"
"710","home","100"
"710","work","1100"
"710","home","1900"
"711","other","100"
"711","home","300"
"711","other","700"
"711","home","900"
"711","beach","1100"
"711","home","1300"
"711","work","1700"
"712","home","100"
"712","shops","900"
"712","home","1100"
"712","shops","1500"
"712","work","1700"
"713","home","100"
"713","work","1100"
"713","home","1900"
"713","shops","2100"
"713","home","2300"
"714","home","100"
"714","work","1300"
"714","shops","2100"
"714","home","2300"
"715","work","100"
"715","home","900"
"715","other","1300"
"715","beach","1500"
"715","other","1700"
"715","home","1900"
"716","home","100"
"716","work","500"
"716","shops","1300"
"716","home","1500"
"716","shops","1700"
"716","home","1900"
"717","home","100"
"717","work","900"
"717","shops","1700"
"717","other","1900"
"717","home","2100"
"718","home","100"
"718","work","900"
"718","shops","1700"
"718","home","1900"
"719","home","100"
"719","work","500"
"719","shops","1300"
"719","beach","1500"
"719","shops","1700"
"719","home","1900"
"720","home","100"
"720","work","700"
"720","other","1500"
"720","home","1700"
"721","home","100"
"721","work","900"
"721","home","1700"
"722","home","100"
"722","work","700"
"722","shops","1500"
"722","home","1900"
"722","other","2100"
"722","home","2300"
"723","work","100"
"723","other","900"
"723","shops","1300"
"723","home","1900"
"724","home","100"
"724","work","900"
"724","home","1700"
"725","home","100"
"725","work","900"
"725","shops","1700"
"725","home","1900"
"726","home","100"
"726","work","900"
"726","home","1700"
"726","other","2300"
"727","home","100"
"727","work","900"
"727","home","1700"
"728","home","100"
"728","work","900"
"728","shops","1700"
"728","home","1900"
"729","work","100"
"729","home","900"
"729","other","1100"
"729","home","1300"
"729","beach","1500"
"729","home","1700"
"730","home","100"
"730","work","900"
"730","home","1700"
"731","home","100"
"731","beach","900"
"731","home","1100"
"731","work","1700"
"732","home","100"
"732","shops","900"
"732","home","1100"
"732","work","1700"
"733","home","100"
"733","other","700"
"733","work","900"
"733","home","1700"
"733","shops","1900"
"733","home","2100"
"734","home","100"
"734","work","900"
"734","shops","1700"
"734","home","1900"
"735","home","100"
"735","beach","1500"
"735","work","1700"
"736","home","100"
"736","work","900"
"736","home","1700"
"737","home","100"
"737","other","900"
"737","beach","1100"
"737","home","1300"
"737","shops","1500"
"737","work","1700"
"738","home","100"
"738","shops","900"
"738","work","1100"
"738","shops","1900"
"738","home","2100"
"739","home","100"
"739","shops","900"
"739","beach","1100"
"739","home","1300"
"739","shops","1500"
"739","work","1700"
"740","home","100"
"740","work","900"
"740","shops","1700"
"740","other","1900"
"740","home","2100"
"741","home","100"
"741","beach","900"
"741","shops","1100"
"741","home","1300"
"741","shops","1500"
"741","work","1700"
"742","home","100"
"742","work","1100"
"742","home","1900"
"743","home","100"
"743","work","1100"
"743","other","1900"
"743","home","2100"
"744","home","100"
"744","work","900"
"744","home","1700"
"745","home","100"
"745","beach","900"
"745","shops","1100"
"745","home","1500"
"745","work","1700"
"746","home","100"
"746","work","900"
"746","other","1700"
"746","home","1900"
"746","shops","2100"
"746","home","2300"
"747","home","100"
"747","beach","1500"
"747","work","1700"
"748","home","100"
"748","work","900"
"748","other","1700"
"748","home","1900"
"749","home","100"
"749","work","900"
"749","home","1700"
"749","shops","1900"
"749","home","2100"
"750","home","100"
"750","shops","900"
"750","other","1300"
"750","home","1500"
"750","work","1700"
"751","home","100"
"751","work","1100"
"751","other","1900"
"751","home","2100"
"752","home","100"
"752","work","1100"
"752","home","1900"
"753","work","100"
"753","home","900"
"753","shops","1100"
"753","other","1500"
"753","shops","1700"
"753","home","1900"
"754","home","100"
"754","other","900"
"754","work","1100"
"754","other","1900"
"754","home","2100"
"755","home","100"
"755","other","500"
"755","home","700"
"755","work","900"
"755","shops","1700"
"755","home","2100"
"756","home","100"
"756","other","300"
"756","home","500"
"756","work","900"
"756","shops","1700"
"756","home","1900"
"757","home","100"
"757","work","900"
"757","shops","1700"
"757","other","1900"
"757","home","2100"
"758","home","100"
"758","other","500"
"758","home","700"
"758","work","900"
"758","home","1700"
"759","home","100"
"759","other","300"
"759","home","500"
"759","shops","900"
"759","beach","1500"
"759","work","1700"
"760","home","100"
"760","work","900"
"760","shops","1700"
"760","home","2100"
"761","work","100"
"761","home","900"
"761","other","1100"
"761","home","1300"
"761","shops","1500"
"761","home","1700"
"762","home","100"
"762","other","700"
"762","work","900"
"762","shops","1700"
"762","home","1900"
"763","home","100"
"763","work","900"
"763","home","1700"
"764","home","100"
"764","shops","900"
"764","home","1100"
"764","shops","1300"
"764","other","1500"
"764","work","1700"
"765","home","100"
"765","work","900"
"765","home","1700"
"765","other","1900"
"765","home","2100"
"766","work","100"
"766","shops","900"
"766","other","1300"
"766","home","1500"
"766","shops","1900"
"766","home","2100"
"767","home","100"
"767","work","500"
"767","beach","1300"
"767","home","1500"
"768","home","100"
"768","work","900"
"768","home","1700"
"769","home","100"
"769","other","700"
"769","work","900"
"769","shops","1700"
"769","home","1900"
"770","home","100"
"770","work","900"
"770","shops","1700"
"770","other","1900"
"770","home","2100"
"771","home","100"
"771","other","700"
"771","home","900"
"771","shops","1100"
"771","beach","1300"
"771","home","1500"
"771","other","1700"
"771","home","1900"
"771","other","2100"
"771","home","2300"
"772","other","100"
"772","home","500"
"772","work","1100"
"772","other","1900"
"772","home","2100"
"773","home","100"
"773","work","900"
"773","home","1700"
"773","shops","1900"
"773","home","2100"
"774","home","100"
"774","work","900"
"774","home","1700"
"775","home","100"
"775","shops","1100"
"775","home","1300"
"775","beach","1500"
"775","home","1700"
"776","home","100"
"776","work","500"
"776","shops","1300"
"776","home","1900"
"777","home","100"
"777","shops","1300"
"777","work","1700"
"778","home","100"
"778","work","900"
"778","home","1700"
"779","home","100"
"779","other","1100"
"779","home","1500"
"779","work","1700"
"780","home","100"
"780","beach","900"
"780","shops","1100"
"780","home","1700"
"780","other","1900"
"780","home","2100"
"780","other","2300"
"781","home","100"
"781","work","500"
"781","shops","1300"
"781","home","1500"
"781","beach","1700"
"781","home","1900"
"782","home","100"
"782","other","300"
"782","home","500"
"782","work","700"
"782","beach","1500"
"782","other","1900"
"782","home","2100"
"783","home","100"
"783","work","900"
"783","shops","1700"
"783","home","1900"
"784","home","100"
"784","other","700"
"784","shops","900"
"784","home","1100"
"784","work","1700"
"785","home","100"
"785","work","900"
"785","shops","1700"
"785","home","1900"
"786","home","100"
"786","work","1300"
"786","home","2100"
"787","home","100"
"787","work","900"
"787","home","1700"
"788","home","100"
"788","beach","1500"
"788","work","1700"
"789","home","100"
"789","work","900"
"789","home","1700"
"790","home","100"
"790","work","700"
"790","home","1500"
"790","shops","1700"
"790","home","2100"
"791","home","100"
"791","other","300"
"791","home","500"
"791","shops","1300"
"791","home","1500"
"791","shops","1700"
"791","other","1900"
"791","home","2100"
"792","home","100"
"792","other","900"
"792","beach","1100"
"792","work","1300"
"792","home","2100"
"793","home","100"
"793","shops","900"
"793","home","1300"
"793","beach","1500"
"793","work","1700"
"794","home","100"
"794","other","300"
"794","home","500"
"794","work","900"
"794","home","1700"
"794","other","1900"
"794","home","2100"
"795","home","100"
"795","work","900"
"795","home","1700"
"796","home","100"
"796","other","900"
"796","home","1100"
"796","other","1300"
"796","beach","1500"
"796","work","1700"
"797","home","100"
"797","work","500"
"797","other","1300"
"797","shops","1500"
"797","home","1700"
"797","other","1900"
"797","home","2100"
"798","other","100"
"798","home","300"
"798","other","1100"
"798","home","1500"
"798","work","1700"
"799","home","100"
"799","other","500"
"799","home","700"
"799","work","900"
"799","home","1700"
"799","other","2100"
"799","home","2300"
"800","home","100"
"800","other","700"
"800","home","900"
"800","beach","1100"
"800","home","1300"
"800","beach","1500"
"800","work","1700"
"801","home","100"
"801","shops","1100"
"801","home","1500"
"801","beach","1700"
"801","shops","1900"
"801","home","2100"
"802","home","100"
"802","work","900"
"802","home","1700"
"802","other","1900"
"802","home","2100"
"803","home","100"
"803","work","900"
"803","shops","1700"
"803","home","1900"
"804","home","100"
"804","beach","900"
"804","work","1100"
"804","shops","1900"
"804","home","2100"
"805","home","100"
"805","work","700"
"805","beach","1500"
"805","home","1700"
"806","home","100"
"806","work","1300"
"806","home","2100"
"806","other","2300"
"807","home","100"
"807","other","500"
"807","home","700"
"807","work","900"
"807","shops","1700"
"807","home","1900"
"808","home","100"
"808","work","900"
"808","shops","1700"
"808","home","1900"
"809","home","100"
"809","shops","1100"
"809","beach","1300"
"809","home","1500"
"809","work","1700"
"810","home","100"
"810","shops","900"
"810","home","1100"
"810","shops","1300"
"810","home","1500"
"810","work","1700"
"811","home","100"
"811","work","900"
"811","beach","1700"
"811","home","1900"
"812","home","100"
"812","work","900"
"812","home","1700"
"812","other","1900"
"812","home","2100"
"813","home","100"
"813","beach","1300"
"813","shops","1500"
"813","work","1700"
"814","home","100"
"814","work","900"
"814","beach","1700"
"814","other","1900"
"814","home","2100"
"815","home","100"
"815","shops","900"
"815","work","1100"
"815","shops","1900"
"815","home","2100"
"816","home","100"
"816","work","900"
"816","home","1700"
"817","home","100"
"817","work","900"
"817","shops","1700"
"817","home","1900"
"818","home","100"
"818","beach","1500"
"818","work","1700"
"819","home","100"
"819","work","900"
"819","shops","1700"
"819","home","1900"
"820","home","100"
"820","work","900"
"820","shops","1700"
"820","home","2100"
"821","home","100"
"821","work","500"
"821","shops","1300"
"821","other","1500"
"821","home","1700"
"821","other","1900"
"821","home","2100"
"822","home","100"
"822","work","900"
"822","home","1700"
"822","other","1900"
"822","home","2100"
"823","home","100"
"823","work","900"
"823","shops","1700"
"823","home","1900"
"823","shops","2100"
"823","home","2300"
"824","home","100"
"824","work","500"
"824","shops","1300"
"824","beach","1500"
"824","home","1700"
"824","shops","1900"
"824","home","2100"
"825","other","100"
"825","home","300"
"825","work","900"
"825","shops","1700"
"825","home","1900"
"826","home","100"
"826","work","900"
"826","home","1700"
"827","home","100"
"827","other","300"
"827","home","500"
"827","other","1300"
"827","work","1700"
"828","home","100"
"828","work","900"
"828","shops","1700"
"828","home","1900"
"829","home","100"
"829","shops","900"
"829","work","1100"
"829","home","1900"
"830","home","100"
"830","other","700"
"830","home","900"
"830","work","1100"
"830","shops","1900"
"830","home","2100"
"831","home","100"
"831","work","1100"
"831","home","1900"
"832","home","100"
"832","work","500"
"832","other","1300"
"832","beach","1500"
"832","home","1700"
"833","home","100"
"833","work","900"
"833","shops","1700"
"833","home","2100"
"834","home","100"
"834","work","1100"
"834","shops","1900"
"834","home","2100"
"835","home","100"
"835","work","700"
"835","beach","1500"
"835","shops","1700"
"835","home","1900"
"836","work","100"
"836","shops","900"
"836","home","1300"
"837","home","100"
"837","other","300"
"837","work","500"
"837","shops","1300"
"837","other","1500"
"837","home","1700"
"837","other","1900"
"837","home","2100"
"838","other","100"
"838","home","300"
"838","shops","900"
"838","work","1100"
"838","home","1900"
"839","home","100"
"839","beach","1500"
"839","work","1700"
"840","home","100"
"840","shops","1300"
"840","beach","1500"
"840","work","1700"
"841","home","100"
"841","other","900"
"841","shops","1100"
"841","home","1300"
"841","shops","1500"
"841","work","1700"
"842","home","100"
"842","work","900"
"842","other","1700"
"842","shops","1900"
"842","home","2100"
"843","home","100"
"843","other","300"
"843","home","500"
"843","shops","900"
"843","home","1100"
"843","shops","1300"
"843","other","1900"
"843","home","2100"
"844","home","100"
"844","other","700"
"844","work","900"
"844","shops","1700"
"844","home","1900"
"845","home","100"
"845","work","900"
"845","beach","1700"
"845","home","1900"
"845","shops","2100"
"845","other","2300"
"846","home","100"
"846","other","700"
"846","work","900"
"846","home","1700"
"847","home","100"
"847","work","900"
"847","home","1700"
"847","shops","1900"
"847","other","2100"
"847","home","2300"
"848","home","100"
"848","beach","900"
"848","home","1100"
"848","work","1300"
"848","home","2100"
"848","other","2300"
"849","home","100"
"849","work","900"
"849","shops","1700"
"849","home","1900"
"849","shops","2100"
"849","home","2300"
"850","home","100"
"850","shops","1100"
"850","beach","1300"
"850","work","1700"
"851","home","100"
"851","work","500"
"851","home","1300"
"851","shops","1500"
"851","beach","1700"
"851","shops","1900"
"851","home","2100"
"852","other","100"
"852","home","300"
"852","other","700"
"852","home","900"
"852","work","1100"
"852","shops","1900"
"852","home","2100"
"853","home","100"
"853","other","900"
"853","home","1100"
"853","other","1300"
"853","shops","1500"
"853","work","1700"
"854","work","100"
"854","home","900"
"854","other","1100"
"854","beach","1300"
"854","other","1500"
"854","home","1700"
"854","shops","1900"
"854","home","2100"
"855","home","100"
"855","work","1700"
"856","home","100"
"856","work","900"
"856","beach","1700"
"856","home","1900"
"856","other","2300"
"857","other","100"
"857","home","300"
"857","work","900"
"857","home","1700"
"858","home","100"
"858","shops","1500"
"858","work","1700"
"859","home","100"
"859","other","300"
"859","home","500"
"859","shops","900"
"859","beach","1500"
"859","home","1700"
"860","work","100"
"860","shops","900"
"860","beach","1100"
"860","shops","1300"
"860","beach","1500"
"860","home","1700"
"860","other","2300"
"861","home","100"
"861","other","700"
"861","work","900"
"861","home","1700"
"862","home","100"
"862","work","900"
"862","other","1700"
"862","home","1900"
"863","home","100"
"863","beach","900"
"863","shops","1100"
"863","other","1300"
"863","shops","1500"
"863","work","1700"
"864","home","100"
"864","work","900"
"864","home","1700"
"864","other","1900"
"864","home","2100"
"865","home","100"
"865","work","900"
"865","beach","1700"
"865","home","1900"
"866","home","100"
"866","other","1100"
"866","home","1300"
"866","work","1700"
"867","home","100"
"867","beach","900"
"867","home","1300"
"867","beach","1500"
"867","home","1700"
"868","home","100"
"868","work","1100"
"868","shops","1900"
"868","home","2100"
"869","work","100"
"869","home","900"
"869","beach","1100"
"869","home","1300"
"869","shops","1500"
"869","home","1700"
"870","home","100"
"870","shops","1100"
"870","other","1300"
"870","home","1500"
"870","work","1700"
"871","home","100"
"871","other","500"
"871","home","700"
"871","shops","900"
"871","home","1100"
"871","shops","1300"
"871","home","1500"
"871","work","1700"
"872","home","100"
"872","other","300"
"872","home","500"
"872","work","900"
"872","home","1700"
"872","other","1900"
"872","home","2100"
"873","home","100"
"873","shops","900"
"873","home","1100"
"873","work","1300"
"873","home","2100"
"874","home","100"
"874","other","1300"
"874","shops","1700"
"874","other","1900"
"874","home","2100"
"875","home","100"
"875","work","900"
"875","home","1700"
"875","shops","1900"
"875","home","2100"
"876","work","100"
"876","home","900"
"876","shops","1100"
"876","beach","1700"
"876","home","1900"
"876","other","2100"
"876","home","2300"
"877","home","100"
"877","shops","900"
"877","home","1100"
"877","other","1300"
"877","beach","1500"
"877","work","1700"
"878","home","100"
"878","other","300"
"878","home","500"
"878","work","900"
"878","shops","1700"
"878","home","1900"
"879","home","100"
"879","other","700"
"879","work","900"
"879","other","1700"
"879","home","1900"
"880","home","100"
"880","other","300"
"880","home","500"
"880","work","900"
"880","shops","1700"
"880","home","1900"
"881","home","100"
"881","other","500"
"881","home","700"
"881","work","900"
"881","shops","1700"
"881","other","1900"
"881","home","2100"
"882","home","100"
"882","work","900"
"882","home","1700"
"883","home","100"
"883","beach","1300"
"883","shops","1500"
"883","work","1700"
"884","home","100"
"884","other","500"
"884","home","700"
"884","work","900"
"884","home","1700"
"885","home","100"
"885","beach","1100"
"885","other","1300"
"885","work","1700"
"886","home","100"
"886","work","900"
"886","home","1700"
"886","shops","1900"
"886","home","2100"
"887","other","100"
"887","home","300"
"887","work","500"
"887","home","1300"
"887","shops","1500"
"887","home","1700"
"887","other","1900"
"887","home","2100"
"888","home","100"
"888","other","300"
"888","home","500"
"888","work","900"
"888","home","1700"
"888","other","1900"
"888","home","2100"
"889","home","100"
"889","work","900"
"889","beach","1700"
"889","home","1900"
"890","home","100"
"890","other","500"
"890","beach","900"
"890","other","1100"
"890","shops","1300"
"890","work","1700"
"891","home","100"
"891","work","900"
"891","home","1700"
"891","other","2100"
"891","home","2300"
"892","home","100"
"892","work","900"
"892","shops","1700"
"892","home","1900"
"893","work","100"
"893","shops","900"
"893","other","1300"
"893","beach","1500"
"893","shops","1700"
"893","home","1900"
"894","home","100"
"894","work","700"
"894","shops","1500"
"894","home","1900"
"895","home","100"
"895","work","900"
"895","shops","1700"
"895","home","1900"
"895","other","2100"
"895","home","2300"
"896","home","100"
"896","shops","900"
"896","beach","1100"
"896","work","1300"
"896","shops","2100"
"896","home","2300"
"897","home","100"
"897","other","700"
"897","shops","900"
"897","beach","1100"
"897","work","1300"
"897","home","2100"
"898","home","100"
"898","other","300"
"898","home","500"
"898","work","900"
"898","other","1700"
"898","home","1900"
"899","home","100"
"899","other","700"
"899","home","900"
"899","work","1100"
"899","home","1900"
"900","home","100"
"900","work","500"
"900","home","1300"
"900","beach","1500"
"900","home","1700"
"900","shops","2100"
"900","home","2300"
"901","home","100"
"901","shops","900"
"901","work","1100"
"901","home","1900"
"902","home","100"
"902","shops","1100"
"902","beach","1700"
"902","other","1900"
"902","home","2100"
"903","home","100"
"903","other","900"
"903","home","1100"
"903","work","1300"
"903","home","2100"
"904","other","100"
"904","home","300"
"904","other","700"
"904","work","900"
"904","shops","1700"
"904","home","1900"
"905","home","100"
"905","work","900"
"905","shops","1700"
"905","home","1900"
"906","home","100"
"906","other","900"
"906","home","1100"
"906","beach","1300"
"906","shops","1700"
"906","home","1900"
"907","home","100"
"907","work","900"
"907","shops","1700"
"907","home","1900"
"908","home","100"
"908","other","500"
"908","home","700"
"908","work","900"
"908","home","1700"
"908","shops","1900"
"908","other","2100"
"908","home","2300"
"909","home","100"
"909","shops","900"
"909","home","1100"
"909","other","1500"
"909","work","1700"
"910","home","100"
"910","beach","900"
"910","home","1100"
"910","beach","1300"
"910","shops","1500"
"910","work","1700"
"911","home","100"
"911","work","900"
"911","home","1700"
"911","other","1900"
"911","home","2100"
"912","home","100"
"912","work","900"
"912","shops","1700"
"912","home","1900"
"913","other","100"
"913","home","300"
"913","other","700"
"913","home","900"
"913","beach","1100"
"913","other","1300"
"913","shops","1500"
"913","work","1700"
"914","home","100"
"914","work","900"
"914","shops","1700"
"914","other","1900"
"914","home","2100"
"914","other","2300"
"915","home","100"
"915","work","900"
"915","shops","1700"
"915","home","2100"
"916","home","100"
"916","other","700"
"916","work","900"
"916","beach","1700"
"916","home","1900"
"917","home","100"
"917","work","500"
"917","shops","1300"
"917","home","1500"
"917","shops","1700"
"917","home","1900"
"918","home","100"
"918","other","700"
"918","work","900"
"918","home","1700"
"919","home","100"
"919","shops","900"
"919","other","1100"
"919","home","1300"
"919","shops","1500"
"919","work","1700"
"920","home","100"
"920","work","500"
"920","home","1300"
"920","beach","1500"
"920","shops","1700"
"920","other","1900"
"920","shops","2100"
"920","home","2300"
"921","home","100"
"921","other","900"
"921","shops","1100"
"921","work","1300"
"921","home","2100"
"922","home","100"
"922","other","1100"
"922","shops","1300"
"922","home","1500"
"922","work","1700"
"923","home","100"
"923","shops","1300"
"923","other","1500"
"923","work","1700"
"924","home","100"
"924","work","900"
"924","beach","1700"
"924","other","1900"
"924","home","2100"
"925","other","100"
"925","home","300"
"925","work","500"
"925","home","1300"
"925","shops","1500"
"925","other","1900"
"925","home","2100"
"926","home","100"
"926","work","900"
"926","home","1700"
"926","other","1900"
"926","home","2100"
"927","home","100"
"927","work","900"
"927","home","1700"
"928","home","100"
"928","other","500"
"928","home","700"
"928","work","1100"
"928","home","1900"
"929","home","100"
"929","other","500"
"929","home","700"
"929","shops","900"
"929","work","1100"
"929","home","1900"
"930","home","100"
"930","work","900"
"930","home","1700"
"930","other","1900"
"930","home","2100"
"931","home","100"
"931","work","700"
"931","beach","1500"
"931","shops","1700"
"931","home","1900"
"931","other","2100"
"931","home","2300"
"932","home","100"
"932","work","900"
"932","other","1700"
"932","home","2100"
"933","other","100"
"933","home","300"
"933","shops","900"
"933","home","1100"
"933","other","1300"
"933","shops","1500"
"933","work","1700"
"934","home","100"
"934","work","500"
"934","home","1300"
"934","beach","1500"
"934","home","1700"
"935","home","100"
"935","work","900"
"935","shops","1700"
"935","home","1900"
"936","home","100"
"936","work","900"
"936","shops","1700"
"936","other","1900"
"936","home","2100"
"937","home","100"
"937","shops","1500"
"937","work","1700"
"938","home","100"
"938","other","1100"
"938","work","1300"
"938","home","2100"
"939","home","100"
"939","work","900"
"939","other","1700"
"939","home","1900"
"939","other","2300"
"940","home","100"
"940","work","900"
"940","beach","1700"
"940","home","1900"
"941","home","100"
"941","work","900"
"941","home","1700"
"942","home","100"
"942","work","500"
"942","shops","1300"
"942","home","1500"
"943","other","100"
"943","home","300"
"943","work","700"
"943","home","1500"
"944","home","100"
"944","other","1100"
"944","home","1300"
"944","shops","1500"
"944","work","1700"
"945","home","100"
"945","other","1100"
"945","work","1300"
"945","home","2100"
"946","home","100"
"946","work","900"
"946","shops","1700"
"946","other","1900"
"946","home","2100"
"947","home","100"
"947","shops","900"
"947","work","1100"
"947","home","1900"
"948","home","100"
"948","other","300"
"948","home","500"
"948","work","900"
"948","shops","1700"
"948","home","1900"
"949","home","100"
"949","work","500"
"949","home","1300"
"949","beach","1500"
"949","shops","1700"
"949","home","2100"
"950","home","100"
"950","beach","1100"
"950","home","1500"
"950","work","1700"
"951","home","100"
"951","work","900"
"951","home","1700"
"952","home","100"
"952","shops","1300"
"952","other","1500"
"952","work","1700"
"953","home","100"
"953","other","700"
"953","home","1100"
"953","beach","1300"
"953","home","1500"
"953","work","1700"
"954","home","100"
"954","beach","1300"
"954","other","1500"
"954","work","1700"
"955","home","100"
"955","beach","900"
"955","other","1100"
"955","shops","1300"
"955","work","1700"
"956","home","100"
"956","shops","1100"
"956","work","1300"
"956","home","2100"
"957","home","100"
"957","shops","900"
"957","home","1100"
"957","shops","1500"
"957","work","1700"
"958","home","100"
"958","shops","900"
"958","work","1300"
"958","home","2100"
"959","home","100"
"959","work","900"
"959","shops","1700"
"959","other","1900"
"959","home","2100"
"960","home","100"
"960","other","1300"
"960","home","1500"
"960","shops","1700"
"960","home","2100"
"961","other","100"
"961","home","300"
"961","work","1700"
"962","home","100"
"962","shops","1100"
"962","other","1300"
"962","shops","1500"
"962","work","1700"
"963","other","100"
"963","home","300"
"963","shops","900"
"963","work","1100"
"963","home","1900"
"964","home","100"
"964","shops","900"
"964","work","1100"
"964","home","1900"
"965","home","100"
"965","other","300"
"965","home","700"
"965","work","900"
"965","home","1700"
"965","other","1900"
"965","home","2100"
"966","home","100"
"966","work","700"
"966","shops","1500"
"966","home","1700"
"967","home","100"
"967","shops","900"
"967","work","1100"
"967","home","1900"
"968","home","100"
"968","other","700"
"968","home","900"
"968","shops","1500"
"968","home","1700"
"969","home","100"
"969","work","500"
"969","beach","1300"
"969","other","1500"
"969","home","1700"
"970","home","100"
"970","other","700"
"970","work","900"
"970","home","1700"
"970","shops","2100"
"970","home","2300"
"971","home","100"
"971","other","300"
"971","home","500"
"971","other","700"
"971","work","900"
"971","shops","1700"
"971","home","1900"
"972","home","100"
"972","work","900"
"972","home","1700"
"972","other","1900"
"972","home","2100"
"973","home","100"
"973","work","1100"
"973","home","1900"
"973","other","2300"
"974","home","100"
"974","beach","1100"
"974","shops","1500"
"974","home","1900"
"975","home","100"
"975","other","900"
"975","home","1100"
"975","shops","1300"
"975","work","1700"
"976","home","100"
"976","shops","900"
"976","work","1100"
"976","home","1900"
"977","home","100"
"977","work","900"
"977","home","1700"
"978","home","100"
"978","other","700"
"978","home","900"
"978","beach","1500"
"978","work","1700"
"979","home","100"
"979","other","500"
"979","home","700"
"979","work","900"
"979","home","1700"
"979","other","2100"
"979","home","2300"
"980","home","100"
"980","other","500"
"980","home","700"
"980","work","900"
"980","shops","1700"
"980","home","1900"
"981","home","100"
"981","work","700"
"981","beach","1500"
"981","shops","1700"
"981","other","1900"
"981","home","2100"
